uniquedesignation,track_id,X,Y,Z,timefromstart,distanceonline,owningunit,sidc,status911,speed,staffcomment
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.791,36.6022,164.492,20.1,20100,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.786,36.6039,158.183,19.6,19600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.782,36.6066,143.712,19.1,19100,2-3-C-2,SFGPEVAL-------,0,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.742,36.5721,133.976,10.60271667,15100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.921,36.6154,59.103,9.91315,15100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.902,36.6175,6.47605,10.07608333,13100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.859,36.537,36.9891,14.5585,16500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.91,36.6154,60.4572,12.99433333,14000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.736,36.6338,131.264,19.91186667,30200,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.73,36.6451,75.9793,25.32296667,28700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.852,36.534,37.4943,15.26436667,17300,2-3-A-1,SFGPEVAL-------,1,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.737,36.5737,126.272,10.25163333,14600,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.924,36.6162,58.6963,5.71155,8700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.914,36.6138,65.5206,10.1112,14400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.856,36.5344,47.7383,14.91143333,16900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.962,36.586,24.5339,13.2613,20200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.965,36.5848,11.7009,13.83268333,19700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.969,36.5819,7.46596,16.9408,19200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.792,36.6025,162.506,20.2,20200,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.787,36.6036,160.771,19.7,19700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.783,36.6062,142.864,19.2,19200,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.739,36.5729,128.205,13.73686667,14800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.927,36.6168,57.6391,5.58025,8500,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.736,36.6329,136.951,19.9778,30300,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.73,36.6442,84.076,25.4112,28800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.859,36.5363,39.4463,14.64673333,16600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.951,36.6036,24.0102,4.538083333,5900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.743,36.5718,136.467,10.67293333,15200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.923,36.6157,58.4407,9.9788,15200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.903,36.6178,9.94141,10.153,13200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.911,36.615,60.614,13.08715,14100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.851,36.5342,33.5223,15.3526,17400,2-3-A-1,SFGPEVAL-------,1,100,
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.737,36.6322,132.271,20.04373333,30400,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.731,36.6437,86.6442,25.49943333,28900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.961,36.5856,28.5637,13.32695,20300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.964,36.5854,12.5552,13.9029,19800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.968,36.5821,7.41441,17.02903333,19300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.793,36.6025,161.831,20.3,20300,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.788,36.6031,163.628,19.8,19800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.784,36.6057,145.264,19.3,19300,2-3-C-2,SFGPEVAL-------,0,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.738,36.5733,128.092,10.32185,14700,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.915,36.6136,65.5319,10.18141667,14500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.855,36.534,49.7125,14.99966667,17000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.74,36.5726,129.086,13.82968333,14900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.858,36.5357,40.1522,14.73496667,16700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.737,36.6316,126.107,20.10966667,30500,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.732,36.6433,92.0998,25.58766667,29000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3B1-029,{c2d72efb-9215-4567-8f9f-3f8c55592aeb},-121.955,36.6001,26.8179,4.999583333,6500,2-3-B-1,SFGPEVAL-------,0,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.744,36.5716,140.436,10.74315,15300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.923,36.6151,61.2455,10.04445,15300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.851,36.535,35.1894,15.44083333,17500,2-3-A-1,SFGPEVAL-------,1,100,
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.96,36.5851,37.8805,13.3926,20400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.964,36.5863,11.4386,13.97311667,19900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.967,36.5829,8.40864,17.11726667,19400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.794,36.6027,160.017,20.4,20400,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.789,36.6024,167.504,19.9,19900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.785,36.6052,149.712,19.4,19400,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.923,36.6159,58.9402,5.7772,8800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.903,36.6183,8.12547,10.22991667,13300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.912,36.6146,61.4769,13.17996667,14200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.738,36.6309,125.606,20.1756,30600,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.733,36.6429,99.9095,25.6759,29100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.854,36.5339,49.7665,15.0879,17100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.739,36.5729,128.205,10.39206667,14800,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.926,36.6165,58.2322,5.6459,8600,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.916,36.6139,61.3779,10.25163333,14600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.857,36.535,41.7761,14.8232,16800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.741,36.5723,131.595,13.9225,15000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.739,36.6302,121.957,20.24153333,30700,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.734,36.6423,105.625,25.76413333,29200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.959,36.5843,49.0254,13.45825,20500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.963,36.5868,11.9623,14.04333333,20000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.967,36.5837,11.7561,17.2055,19500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.795,36.6028,155.392,20.5,20500,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.79,36.6021,166.184,20,20000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.785,36.6047,154.042,19.5,19500,2-3-C-2,SFGPEVAL-------,0,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.745,36.5713,145.224,10.81336667,15400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.924,36.6143,64.7406,10.1101,15400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.85,36.5359,37.1525,15.52906667,17600,2-3-A-1,SFGPEVAL-------,1,100,
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.913,36.6142,63.8503,13.27278333,14300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.853,36.5339,40.2292,15.17613333,17200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.955,36.6001,26.8179,4.564083333,6500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.904,36.6179,14.6048,10.30683333,13400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.739,36.6295,118.403,20.30746667,30800,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.735,36.6416,105.862,25.85236667,29300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.74,36.5726,129.086,10.46228333,14900,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.917,36.6142,58.413,10.32185,14700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.856,36.5344,47.7383,14.91143333,16900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.959,36.5834,57.8709,13.5239,20600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.962,36.5867,18.5908,14.11355,20100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.966,36.5843,11.2702,17.29373333,19600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.796,36.6029,150.944,20.6,20600,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.791,36.6022,164.492,20.1,20100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.786,36.6039,158.183,19.6,19600,2-3-C-2,SFGPEVAL-------,0,100,
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.742,36.5721,133.976,14.01531667,15100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.74,36.6287,109.179,20.3734,30900,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.735,36.6409,106.966,25.9406,29400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.85,36.5368,42.4212,15.6173,17700,2-3-A-1,SFGPEVAL-------,1,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.746,36.5711,149.142,10.88358333,15500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.922,36.6156,58.4227,5.84285,8900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.924,36.6134,68.326,10.17575,15500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.852,36.534,37.4943,15.26436667,17300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.924,36.6162,58.6963,5.71155,8700,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.914,36.6138,65.5206,13.3656,14400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
3B1-029,{c2d72efb-9215-4567-8f9f-3f8c55592aeb},-121.955,36.5993,27.9448,5.0765,6600,2-3-B-1,SFGPEVAL-------,0,100,
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.74,36.6278,96.7629,20.43933333,31000,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.735,36.641,112.086,26.02883333,29500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.855,36.534,49.7125,14.99966667,17000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.959,36.5825,64.3107,13.58955,20700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.962,36.586,24.5339,14.18376667,20200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.965,36.5848,11.7009,17.38196667,19700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.797,36.6029,146.196,20.7,20700,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.792,36.6025,162.506,20.2,20200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.787,36.6036,160.771,19.7,19700,2-3-C-2,SFGPEVAL-------,0,100,
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.741,36.5723,131.595,10.5325,15000,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.905,36.6174,20.8315,10.38375,13500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.918,36.6145,61.1886,10.39206667,14800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.743,36.5718,136.467,14.10813333,15200,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.85,36.5376,44.902,15.70553333,17800,2-3-A-1,SFGPEVAL-------,1,100,
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.741,36.627,84.6887,20.50526667,31100,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.735,36.6391,119.491,26.11706667,29600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.747,36.5709,150.753,10.9538,15600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.924,36.6126,70.6993,10.2414,15600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.851,36.5342,33.5223,15.3526,17400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.959,36.5817,69.246,13.6552,20800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.961,36.5856,28.5637,14.25398333,20300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.964,36.5854,12.5552,17.4702,19800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.799,36.6028,142.617,20.8,20800,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.793,36.6025,161.831,20.3,20300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.788,36.6031,163.628,19.8,19800,2-3-C-2,SFGPEVAL-------,0,100,
Saber 1 D,{7f43bd47-4dcd-4c29-9694-658b4e5e27b8},-121.915,36.6136,65.5319,13.45841667,14500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Anti-Armor Troop
Wolfpack 1 C,{62455fff-24fb-4b47-8032-4694cd552336},-121.854,36.5339,49.7665,15.0879,17100,2nd Stryker Brigade,SFGPEVAL-------,0,100,Lead security opeartion
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.741,36.6262,74.1293,20.5712,31200,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.735,36.6382,127.12,26.2053,29700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-003,{b54c731f-57f3-4a92-a3b9-e87c4cec6e44},-121.742,36.5721,133.976,10.60271667,15100,2-3-A-1,SFGPEVAL-------,0,100,
Saber 1 C,{b676abb1-3810-4c53-8b62-5845dd150f24},-121.919,36.6148,62.0573,10.46228333,14900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Survellance Troop
Wolfpack 2 D,{ede21686-b514-482e-9fb9-e25332cb5b79},-121.906,36.6169,27.9657,10.46066667,13600,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area secuirty
3A1-001,{7f5eab90-dfd2-42c9-a0d4-12152173d40d},-121.849,36.5385,48.3415,15.79376667,17900,2-3-A-1,SFGPEVAL-------,1,100,
Wolfpack 2 A,{ec413363-2a26-4e9e-bd8f-07de18b24d32},-121.952,36.6036,26.1173,4.615,6000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Wolfpack 3 D,{2606c7b3-76c5-438b-a6ef-fc40f151cb64},-121.744,36.5716,140.436,14.20095,15300,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security
Wolfpack 3 A,{0a4114b8-bcd5-462e-abd2-c71274d83d6b},-121.921,36.6153,59.303,5.9085,9000,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
3A1-004,{6a509b22-9d1d-4198-ac6e-c89104915425},-121.742,36.6254,65.7915,20.63713333,31300,2-3-A-1,SFGPEVAL-------,0,100,
Wolfpack 1 B,{228b9127-33b5-4d38-a21b-e71d357ae956},-121.735,36.6373,133.322,26.29353333,29800,2nd Stryker Brigade,SFGPEVAL-------,0,100,Area security operations
Saber 1 B,{a8244a1f-0397-4453-9fa9-65d39796e469},-121.851,36.535,35.1894,15.44083333,17500,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Saber 1 A,{9be9f407-bf05-4f15-aad3-931727022923},-121.958,36.5821,67.2882,13.72085,20900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Cavalry Scout troop
Cougars 1 B,{9305c72f-a88a-4094-be6a-7f8ee4b2e982},-121.96,36.5851,37.8805,14.3242,20400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Establish checkpoint along road
War Eagles 1 B,{2111c671-19ce-4ad4-a80d-d362d6baa66d},-121.964,36.5863,11.4386,17.55843333,19900,2nd Stryker Brigade,SFGPEVAL-------,0,100,Locating suspect incidents
3A1-006,{eb26886e-812d-49b5-9711-40047dec0533},-121.8,36.6025,139.325,20.9,20900,2-3-A-1,SFGPEVAL-------,0,100,
Cougars 1 C,{08847249-3de5-481c-a22a-6e8831b31297},-121.794,36.6027,160.017,20.4,20400,2nd Stryker Brigade,SFGPEVAL-------,0,100,Conducting vehicle searches
3C2-007,{40692e45-c354-4cab-9f44-9cdf429ff707},-121.789,36.6024,167.504,19.9,19900,2-3-C-2,SFGPEVAL-------,0,100,
Cougars 1 D,{29d13bec-8a92-43b3-8394-8f12ecf6b091},-121.748,36.5706,151.507,11.02401667,15700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Defend the roadblock
Wolfpack 3 B,{2522bec0-02e9-4d78-97b9-26027df6a849},-121.923,36.6159,58.9402,5.7772,8800,2nd Stryker Brigade,SFGPEVAL-------,0,100,ICV - patrolling area south of dam
War Eagles 1 D,{8c7d39cb-5dc7-471d-b485-e9797b5c395b},-121.924,36.6118,74.6892,10.30705,15700,2nd Stryker Brigade,SFGPEVAL-------,0,100,Main patrol within Jalabad
